"_time",host,totalCPUTime,"num_user",count
"2019-05-08T00:20:00.000+0000","na40-app2-1-dfw.ops.sfdc.net",423284,320,3625
"2019-05-08T00:20:00.000+0000","na40-app2-10-dfw.ops.sfdc.net",494350,332,4315
"2019-05-08T00:20:00.000+0000","na40-app2-11-dfw.ops.sfdc.net",417222,298,3435
"2019-05-08T00:20:00.000+0000","na40-app2-12-dfw.ops.sfdc.net",549392,315,4986
"2019-05-08T00:20:00.000+0000","na40-app2-13-dfw.ops.sfdc.net",473826,318,3794
"2019-05-08T00:20:00.000+0000","na40-app2-14-dfw.ops.sfdc.net",520215,353,4911
"2019-05-08T00:20:00.000+0000","na40-app2-15-dfw.ops.sfdc.net",396979,336,3304
"2019-05-08T00:20:00.000+0000","na40-app2-16-dfw.ops.sfdc.net",380198,330,3848
"2019-05-08T00:20:00.000+0000","na40-app2-18-dfw.ops.sfdc.net",362619,321,3292
"2019-05-08T00:20:00.000+0000","na40-app2-19-dfw.ops.sfdc.net",527213,310,5113
"2019-05-08T00:20:00.000+0000","na40-app2-2-dfw.ops.sfdc.net",384803,314,3561
"2019-05-08T00:20:00.000+0000","na40-app2-20-dfw.ops.sfdc.net",411869,295,3928
"2019-05-08T00:20:00.000+0000","na40-app2-21-dfw.ops.sfdc.net",481204,336,4852
"2019-05-08T00:20:00.000+0000","na40-app2-22-dfw.ops.sfdc.net",327329,301,3512
"2019-05-08T00:20:00.000+0000","na40-app2-23-dfw.ops.sfdc.net",619999,339,6088
"2019-05-08T00:20:00.000+0000","na40-app2-24-dfw.ops.sfdc.net",465493,324,4432
"2019-05-08T00:20:00.000+0000","na40-app2-25-dfw.ops.sfdc.net",565089,334,5415
"2019-05-08T00:20:00.000+0000","na40-app2-26-dfw.ops.sfdc.net",407350,309,3882
"2019-05-08T00:20:00.000+0000","na40-app2-27-dfw.ops.sfdc.net",398877,309,4081
"2019-05-08T00:20:00.000+0000","na40-app2-30-dfw.ops.sfdc.net",508301,304,5028
"2019-05-08T00:20:00.000+0000","na40-app2-5-dfw.ops.sfdc.net",468232,335,4245
"2019-05-08T00:20:00.000+0000","na40-app2-6-dfw.ops.sfdc.net",460229,322,3869
"2019-05-08T00:20:00.000+0000","na40-app2-7-dfw.ops.sfdc.net",660140,316,6122
"2019-05-08T00:20:00.000+0000","na40-app2-8-dfw.ops.sfdc.net",505025,328,4174
"2019-05-08T00:20:00.000+0000","na40-app2-9-dfw.ops.sfdc.net",234586,277,1978
"2019-05-08T00:30:00.000+0000","na40-app1-1-dfw.ops.sfdc.net",279522,266,2671
"2019-05-08T00:30:00.000+0000","na40-app1-10-dfw.ops.sfdc.net",203078,257,2406
"2019-05-08T00:30:00.000+0000","na40-app1-11-dfw.ops.sfdc.net",337757,249,3136
"2019-05-08T00:30:00.000+0000","na40-app1-12-dfw.ops.sfdc.net",208492,238,2152
"2019-05-08T00:30:00.000+0000","na40-app1-13-dfw.ops.sfdc.net",454979,289,4389
"2019-05-08T00:30:00.000+0000","na40-app1-14-dfw.ops.sfdc.net",308200,258,2973
"2019-05-08T00:30:00.000+0000","na40-app1-15-dfw.ops.sfdc.net",262688,274,2591
"2019-05-08T00:30:00.000+0000","na40-app1-16-dfw.ops.sfdc.net",411040,265,4277
"2019-05-08T00:30:00.000+0000","na40-app1-17-dfw.ops.sfdc.net",227503,259,2183
"2019-05-08T00:30:00.000+0000","na40-app1-18-dfw.ops.sfdc.net",421940,277,3854
"2019-05-08T00:30:00.000+0000","na40-app1-19-dfw.ops.sfdc.net",412297,271,4132
"2019-05-08T00:30:00.000+0000","na40-app1-2-dfw.ops.sfdc.net",291105,240,2816
"2019-05-08T00:30:00.000+0000","na40-app1-20-dfw.ops.sfdc.net",346554,256,3501
"2019-05-08T00:30:00.000+0000","na40-app1-21-dfw.ops.sfdc.net",508457,276,4266
"2019-05-08T00:30:00.000+0000","na40-app1-22-dfw.ops.sfdc.net",330794,270,3394
"2019-05-08T00:30:00.000+0000","na40-app1-23-dfw.ops.sfdc.net",207560,248,2087
"2019-05-08T00:30:00.000+0000","na40-app1-24-dfw.ops.sfdc.net",138674,249,1448
"2019-05-08T00:30:00.000+0000","na40-app1-25-dfw.ops.sfdc.net",462843,268,4641
"2019-05-08T00:30:00.000+0000","na40-app1-26-dfw.ops.sfdc.net",290606,273,3088
"2019-05-08T00:30:00.000+0000","na40-app1-27-dfw.ops.sfdc.net",184463,267,1824
"2019-05-08T00:30:00.000+0000","na40-app1-28-dfw.ops.sfdc.net",309064,256,3059
"2019-05-08T00:30:00.000+0000","na40-app1-29-dfw.ops.sfdc.net",261400,264,2798
"2019-05-08T00:30:00.000+0000","na40-app1-30-dfw.ops.sfdc.net",172758,264,1736
"2019-05-08T00:30:00.000+0000","na40-app1-4-dfw.ops.sfdc.net",505464,244,4474
"2019-05-08T00:30:00.000+0000","na40-app1-5-dfw.ops.sfdc.net",343828,259,3275
"2019-05-08T00:30:00.000+0000","na40-app1-6-dfw.ops.sfdc.net",355223,273,3771
"2019-05-08T00:30:00.000+0000","na40-app1-7-dfw.ops.sfdc.net",328819,269,3552
"2019-05-08T00:30:00.000+0000","na40-app1-8-dfw.ops.sfdc.net",387516,255,3566
"2019-05-08T00:30:00.000+0000","na40-app1-9-dfw.ops.sfdc.net",449938,278,4069
"2019-05-08T00:30:00.000+0000","na40-app2-1-dfw.ops.sfdc.net",321388,269,2948
"2019-05-08T00:30:00.000+0000","na40-app2-10-dfw.ops.sfdc.net",404901,264,3671
"2019-05-08T00:30:00.000+0000","na40-app2-11-dfw.ops.sfdc.net",268165,277,2445
"2019-05-08T00:30:00.000+0000","na40-app2-12-dfw.ops.sfdc.net",350840,285,3360
"2019-05-08T00:30:00.000+0000","na40-app2-13-dfw.ops.sfdc.net",329274,263,3003
"2019-05-08T00:30:00.000+0000","na40-app2-14-dfw.ops.sfdc.net",401843,259,3636
"2019-05-08T00:30:00.000+0000","na40-app2-15-dfw.ops.sfdc.net",303604,270,2645
"2019-05-08T00:30:00.000+0000","na40-app2-16-dfw.ops.sfdc.net",368293,299,3879
"2019-05-08T00:30:00.000+0000","na40-app2-18-dfw.ops.sfdc.net",295489,270,2949
"2019-05-08T00:30:00.000+0000","na40-app2-19-dfw.ops.sfdc.net",367011,282,4015
"2019-05-08T00:30:00.000+0000","na40-app2-2-dfw.ops.sfdc.net",324379,274,3161
"2019-05-08T00:30:00.000+0000","na40-app2-20-dfw.ops.sfdc.net",147330,262,1447
"2019-05-08T00:30:00.000+0000","na40-app2-21-dfw.ops.sfdc.net",408746,275,4106
"2019-05-08T00:30:00.000+0000","na40-app2-22-dfw.ops.sfdc.net",174568,268,1950
"2019-05-08T00:30:00.000+0000","na40-app2-23-dfw.ops.sfdc.net",447943,276,4462
"2019-05-08T00:30:00.000+0000","na40-app2-24-dfw.ops.sfdc.net",268260,271,2677
"2019-05-08T00:30:00.000+0000","na40-app2-25-dfw.ops.sfdc.net",263367,269,2609
"2019-05-08T00:30:00.000+0000","na40-app2-26-dfw.ops.sfdc.net",290371,257,3024
"2019-05-08T00:30:00.000+0000","na40-app2-27-dfw.ops.sfdc.net",314623,247,3108
"2019-05-08T00:30:00.000+0000","na40-app2-30-dfw.ops.sfdc.net",400330,289,4072
"2019-05-08T00:30:00.000+0000","na40-app2-5-dfw.ops.sfdc.net",244915,292,2324
"2019-05-08T00:30:00.000+0000","na40-app2-6-dfw.ops.sfdc.net",349058,266,3168
"2019-05-08T00:30:00.000+0000","na40-app2-7-dfw.ops.sfdc.net",432964,307,4073
"2019-05-08T00:30:00.000+0000","na40-app2-8-dfw.ops.sfdc.net",379727,275,3504
"2019-05-08T00:30:00.000+0000","na40-app2-9-dfw.ops.sfdc.net",197568,230,1868
"2019-05-08T00:40:00.000+0000","na40-app1-1-dfw.ops.sfdc.net",380651,241,3379
"2019-05-08T00:40:00.000+0000","na40-app1-10-dfw.ops.sfdc.net",325851,249,3451
"2019-05-08T00:40:00.000+0000","na40-app1-11-dfw.ops.sfdc.net",299729,239,2725
"2019-05-08T00:40:00.000+0000","na40-app1-12-dfw.ops.sfdc.net",159474,218,1382
"2019-05-08T00:40:00.000+0000","na40-app1-13-dfw.ops.sfdc.net",508446,237,4583
"2019-05-08T00:40:00.000+0000","na40-app1-14-dfw.ops.sfdc.net",333159,221,2889
"2019-05-08T00:40:00.000+0000","na40-app1-15-dfw.ops.sfdc.net",356769,252,3210
"2019-05-08T00:40:00.000+0000","na40-app1-16-dfw.ops.sfdc.net",291030,243,2727
"2019-05-08T00:40:00.000+0000","na40-app1-17-dfw.ops.sfdc.net",332638,243,3223
"2019-05-08T00:40:00.000+0000","na40-app1-18-dfw.ops.sfdc.net",363069,230,3267
"2019-05-08T00:40:00.000+0000","na40-app1-19-dfw.ops.sfdc.net",435531,244,4234
"2019-05-08T00:40:00.000+0000","na40-app1-2-dfw.ops.sfdc.net",305665,225,2743
"2019-05-08T00:40:00.000+0000","na40-app1-20-dfw.ops.sfdc.net",264092,252,2478
"2019-05-08T00:40:00.000+0000","na40-app1-21-dfw.ops.sfdc.net",436879,237,3699
"2019-05-08T00:40:00.000+0000","na40-app1-22-dfw.ops.sfdc.net",340216,236,3270
"2019-05-08T00:40:00.000+0000","na40-app1-23-dfw.ops.sfdc.net",157190,216,1421
"2019-05-08T00:40:00.000+0000","na40-app1-24-dfw.ops.sfdc.net",129738,230,1134
"2019-05-08T00:40:00.000+0000","na40-app1-25-dfw.ops.sfdc.net",332222,228,2990
"2019-05-08T00:40:00.000+0000","na40-app1-26-dfw.ops.sfdc.net",362834,238,3409
"2019-05-08T00:40:00.000+0000","na40-app1-27-dfw.ops.sfdc.net",232106,236,2070
"2019-05-08T00:40:00.000+0000","na40-app1-28-dfw.ops.sfdc.net",277688,210,2886
"2019-05-08T00:40:00.000+0000","na40-app1-29-dfw.ops.sfdc.net",269351,228,2710
"2019-05-08T00:40:00.000+0000","na40-app1-30-dfw.ops.sfdc.net",203467,231,1811
"2019-05-08T00:40:00.000+0000","na40-app1-4-dfw.ops.sfdc.net",388659,242,3588
"2019-05-08T00:40:00.000+0000","na40-app1-5-dfw.ops.sfdc.net",347529,245,3197
"2019-05-08T00:40:00.000+0000","na40-app1-6-dfw.ops.sfdc.net",321792,243,3183
"2019-05-08T00:40:00.000+0000","na40-app1-7-dfw.ops.sfdc.net",279624,215,2911
"2019-05-08T00:40:00.000+0000","na40-app1-8-dfw.ops.sfdc.net",282338,232,2316
"2019-05-08T00:40:00.000+0000","na40-app1-9-dfw.ops.sfdc.net",306561,243,2608
"2019-05-08T00:40:00.000+0000","na40-app2-1-dfw.ops.sfdc.net",306999,250,2912
"2019-05-08T00:40:00.000+0000","na40-app2-10-dfw.ops.sfdc.net",396432,256,3316
"2019-05-08T00:40:00.000+0000","na40-app2-11-dfw.ops.sfdc.net",318321,239,2497
"2019-05-08T00:40:00.000+0000","na40-app2-12-dfw.ops.sfdc.net",296367,246,2587
"2019-05-08T00:40:00.000+0000","na40-app2-13-dfw.ops.sfdc.net",299907,228,2295
