"_time",host,totalCPUTime
"2019-04-02T06:40:00.000+0000","eu16-app1-26-fra.ops.sfdc.net",12801264
"2019-04-02T06:40:00.000+0000","eu16-app1-27-fra.ops.sfdc.net",13266516
"2019-04-02T06:40:00.000+0000","eu16-app1-28-fra.ops.sfdc.net",15467654
"2019-04-02T06:40:00.000+0000","eu16-app1-29-fra.ops.sfdc.net",14583096
"2019-04-02T06:40:00.000+0000","eu16-app1-3-fra.ops.sfdc.net",15890504
"2019-04-02T06:40:00.000+0000","eu16-app1-30-fra.ops.sfdc.net",18129
"2019-04-02T06:40:00.000+0000","eu16-app1-4-fra.ops.sfdc.net",15418869
"2019-04-02T06:40:00.000+0000","eu16-app1-5-fra.ops.sfdc.net",14894913
"2019-04-02T06:40:00.000+0000","eu16-app1-6-fra.ops.sfdc.net",13211921
"2019-04-02T06:40:00.000+0000","eu16-app1-7-fra.ops.sfdc.net",15736814
"2019-04-02T06:40:00.000+0000","eu16-app1-8-fra.ops.sfdc.net",14612948
"2019-04-02T06:40:00.000+0000","eu16-app1-9-fra.ops.sfdc.net",14174234
"2019-04-02T06:40:00.000+0000","eu16-app2-1-fra.ops.sfdc.net",17341994
"2019-04-02T06:40:00.000+0000","eu16-app2-10-fra.ops.sfdc.net",2288982
"2019-04-02T06:40:00.000+0000","eu16-app2-11-fra.ops.sfdc.net",17752570
"2019-04-02T06:40:00.000+0000","eu16-app2-12-fra.ops.sfdc.net",16354664
"2019-04-02T06:40:00.000+0000","eu16-app2-13-fra.ops.sfdc.net",14829972
"2019-04-02T06:40:00.000+0000","eu16-app2-14-fra.ops.sfdc.net",14613817
"2019-04-02T06:40:00.000+0000","eu16-app2-15-fra.ops.sfdc.net",14463220
"2019-04-02T06:40:00.000+0000","eu16-app2-16-fra.ops.sfdc.net",13092494
"2019-04-02T06:40:00.000+0000","eu16-app2-17-fra.ops.sfdc.net",14288418
"2019-04-02T06:40:00.000+0000","eu16-app2-18-fra.ops.sfdc.net",14280763
"2019-04-02T06:40:00.000+0000","eu16-app2-19-fra.ops.sfdc.net",16398466
"2019-04-02T06:40:00.000+0000","eu16-app2-2-fra.ops.sfdc.net",13336388
"2019-04-02T06:40:00.000+0000","eu16-app2-20-fra.ops.sfdc.net",12772996
"2019-04-02T06:40:00.000+0000","eu16-app2-21-fra.ops.sfdc.net",12890332
"2019-04-02T06:40:00.000+0000","eu16-app2-22-fra.ops.sfdc.net",16773041
"2019-04-02T06:40:00.000+0000","eu16-app2-23-fra.ops.sfdc.net",12527867
"2019-04-02T06:40:00.000+0000","eu16-app2-24-fra.ops.sfdc.net",16535778
"2019-04-02T06:40:00.000+0000","eu16-app2-25-fra.ops.sfdc.net",14014745
"2019-04-02T06:40:00.000+0000","eu16-app2-26-fra.ops.sfdc.net",13358463
"2019-04-02T06:40:00.000+0000","eu16-app2-27-fra.ops.sfdc.net",14952489
"2019-04-02T06:40:00.000+0000","eu16-app2-28-fra.ops.sfdc.net",14034435
"2019-04-02T06:40:00.000+0000","eu16-app2-29-fra.ops.sfdc.net",14504018
"2019-04-02T06:40:00.000+0000","eu16-app2-3-fra.ops.sfdc.net",12917454
"2019-04-02T06:40:00.000+0000","eu16-app2-30-fra.ops.sfdc.net",39818789
"2019-04-02T06:40:00.000+0000","eu16-app2-4-fra.ops.sfdc.net",13100507
"2019-04-02T06:40:00.000+0000","eu16-app2-5-fra.ops.sfdc.net",13180409
"2019-04-02T06:40:00.000+0000","eu16-app2-6-fra.ops.sfdc.net",11506511
"2019-04-02T06:40:00.000+0000","eu16-app2-7-fra.ops.sfdc.net",15197957
"2019-04-02T06:40:00.000+0000","eu16-app2-9-fra.ops.sfdc.net",16188870
"2019-04-02T06:50:00.000+0000","eu16-app1-1-fra.ops.sfdc.net",18082051
"2019-04-02T06:50:00.000+0000","eu16-app1-10-fra.ops.sfdc.net",16261326
"2019-04-02T06:50:00.000+0000","eu16-app1-11-fra.ops.sfdc.net",18372336
"2019-04-02T06:50:00.000+0000","eu16-app1-12-fra.ops.sfdc.net",18563707
"2019-04-02T06:50:00.000+0000","eu16-app1-13-fra.ops.sfdc.net",16350424
"2019-04-02T06:50:00.000+0000","eu16-app1-14-fra.ops.sfdc.net",15643776
"2019-04-02T06:50:00.000+0000","eu16-app1-15-fra.ops.sfdc.net",15011312
"2019-04-02T06:50:00.000+0000","eu16-app1-16-fra.ops.sfdc.net",14166677
"2019-04-02T06:50:00.000+0000","eu16-app1-17-fra.ops.sfdc.net",13031001
"2019-04-02T06:50:00.000+0000","eu16-app1-18-fra.ops.sfdc.net",16049922
"2019-04-02T06:50:00.000+0000","eu16-app1-19-fra.ops.sfdc.net",17060494
"2019-04-02T06:50:00.000+0000","eu16-app1-2-fra.ops.sfdc.net",16923947
"2019-04-02T06:50:00.000+0000","eu16-app1-20-fra.ops.sfdc.net",15375601
"2019-04-02T06:50:00.000+0000","eu16-app1-21-fra.ops.sfdc.net",22535130
"2019-04-02T06:50:00.000+0000","eu16-app1-22-fra.ops.sfdc.net",16071
"2019-04-02T06:50:00.000+0000","eu16-app1-23-fra.ops.sfdc.net",113962
"2019-04-02T06:50:00.000+0000","eu16-app1-24-fra.ops.sfdc.net",83619
"2019-04-02T06:50:00.000+0000","eu16-app1-25-fra.ops.sfdc.net",16508991
"2019-04-02T06:50:00.000+0000","eu16-app1-26-fra.ops.sfdc.net",13808355
"2019-04-02T06:50:00.000+0000","eu16-app1-27-fra.ops.sfdc.net",15437169
"2019-04-02T06:50:00.000+0000","eu16-app1-28-fra.ops.sfdc.net",21637855
"2019-04-02T06:50:00.000+0000","eu16-app1-29-fra.ops.sfdc.net",17119264
"2019-04-02T06:50:00.000+0000","eu16-app1-3-fra.ops.sfdc.net",17463500
"2019-04-02T06:50:00.000+0000","eu16-app1-30-fra.ops.sfdc.net",24857
"2019-04-02T06:50:00.000+0000","eu16-app1-4-fra.ops.sfdc.net",15762323
"2019-04-02T06:50:00.000+0000","eu16-app1-5-fra.ops.sfdc.net",13927457
"2019-04-02T06:50:00.000+0000","eu16-app1-6-fra.ops.sfdc.net",13744951
"2019-04-02T06:50:00.000+0000","eu16-app1-7-fra.ops.sfdc.net",20280573
"2019-04-02T06:50:00.000+0000","eu16-app1-8-fra.ops.sfdc.net",14640515
"2019-04-02T06:50:00.000+0000","eu16-app1-9-fra.ops.sfdc.net",15298344
"2019-04-02T06:50:00.000+0000","eu16-app2-1-fra.ops.sfdc.net",15757205
"2019-04-02T06:50:00.000+0000","eu16-app2-10-fra.ops.sfdc.net",2936810
"2019-04-02T06:50:00.000+0000","eu16-app2-11-fra.ops.sfdc.net",15960998
"2019-04-02T06:50:00.000+0000","eu16-app2-12-fra.ops.sfdc.net",19027092
"2019-04-02T06:50:00.000+0000","eu16-app2-13-fra.ops.sfdc.net",14662334
"2019-04-02T06:50:00.000+0000","eu16-app2-14-fra.ops.sfdc.net",17261182
"2019-04-02T06:50:00.000+0000","eu16-app2-15-fra.ops.sfdc.net",17376967
"2019-04-02T06:50:00.000+0000","eu16-app2-16-fra.ops.sfdc.net",16273361
"2019-04-02T06:50:00.000+0000","eu16-app2-17-fra.ops.sfdc.net",15049638
"2019-04-02T06:50:00.000+0000","eu16-app2-18-fra.ops.sfdc.net",15089575
"2019-04-02T06:50:00.000+0000","eu16-app2-19-fra.ops.sfdc.net",15934079
"2019-04-02T06:50:00.000+0000","eu16-app2-2-fra.ops.sfdc.net",14408798
"2019-04-02T06:50:00.000+0000","eu16-app2-20-fra.ops.sfdc.net",15878217
"2019-04-02T06:50:00.000+0000","eu16-app2-21-fra.ops.sfdc.net",13531013
"2019-04-02T06:50:00.000+0000","eu16-app2-22-fra.ops.sfdc.net",17656777
"2019-04-02T06:50:00.000+0000","eu16-app2-23-fra.ops.sfdc.net",12902585
"2019-04-02T06:50:00.000+0000","eu16-app2-24-fra.ops.sfdc.net",15264682
"2019-04-02T06:50:00.000+0000","eu16-app2-25-fra.ops.sfdc.net",13452915
"2019-04-02T06:50:00.000+0000","eu16-app2-26-fra.ops.sfdc.net",15072846
"2019-04-02T06:50:00.000+0000","eu16-app2-27-fra.ops.sfdc.net",14789931
"2019-04-02T06:50:00.000+0000","eu16-app2-28-fra.ops.sfdc.net",16529147
"2019-04-02T06:50:00.000+0000","eu16-app2-29-fra.ops.sfdc.net",12729916
"2019-04-02T06:50:00.000+0000","eu16-app2-3-fra.ops.sfdc.net",13868502
"2019-04-02T06:50:00.000+0000","eu16-app2-30-fra.ops.sfdc.net",41542007
"2019-04-02T06:50:00.000+0000","eu16-app2-4-fra.ops.sfdc.net",14878244
"2019-04-02T06:50:00.000+0000","eu16-app2-5-fra.ops.sfdc.net",14357433
"2019-04-02T06:50:00.000+0000","eu16-app2-6-fra.ops.sfdc.net",11594353
"2019-04-02T06:50:00.000+0000","eu16-app2-7-fra.ops.sfdc.net",17063304
"2019-04-02T06:50:00.000+0000","eu16-app2-9-fra.ops.sfdc.net",15606895
"2019-04-02T07:00:00.000+0000","eu16-app1-1-fra.ops.sfdc.net",16973058
"2019-04-02T07:00:00.000+0000","eu16-app1-10-fra.ops.sfdc.net",100418993
"2019-04-02T07:00:00.000+0000","eu16-app1-11-fra.ops.sfdc.net",19245745
"2019-04-02T07:00:00.000+0000","eu16-app1-12-fra.ops.sfdc.net",19484009
"2019-04-02T07:00:00.000+0000","eu16-app1-13-fra.ops.sfdc.net",17119911
"2019-04-02T07:00:00.000+0000","eu16-app1-14-fra.ops.sfdc.net",18045694
"2019-04-02T07:00:00.000+0000","eu16-app1-15-fra.ops.sfdc.net",16400841
"2019-04-02T07:00:00.000+0000","eu16-app1-16-fra.ops.sfdc.net",18732185
"2019-04-02T07:00:00.000+0000","eu16-app1-17-fra.ops.sfdc.net",17117117
"2019-04-02T07:00:00.000+0000","eu16-app1-18-fra.ops.sfdc.net",18544431
"2019-04-02T07:00:00.000+0000","eu16-app1-19-fra.ops.sfdc.net",19685917
"2019-04-02T07:00:00.000+0000","eu16-app1-2-fra.ops.sfdc.net",20913463
"2019-04-02T07:00:00.000+0000","eu16-app1-20-fra.ops.sfdc.net",16704727
"2019-04-02T07:00:00.000+0000","eu16-app1-21-fra.ops.sfdc.net",17919853
"2019-04-02T07:00:00.000+0000","eu16-app1-22-fra.ops.sfdc.net",4795
"2019-04-02T07:00:00.000+0000","eu16-app1-23-fra.ops.sfdc.net",117142
"2019-04-02T07:00:00.000+0000","eu16-app1-24-fra.ops.sfdc.net",83211
"2019-04-02T07:00:00.000+0000","eu16-app1-25-fra.ops.sfdc.net",16281849
"2019-04-02T07:00:00.000+0000","eu16-app1-26-fra.ops.sfdc.net",17809900
"2019-04-02T07:00:00.000+0000","eu16-app1-27-fra.ops.sfdc.net",14425243
"2019-04-02T07:00:00.000+0000","eu16-app1-28-fra.ops.sfdc.net",18939283
"2019-04-02T07:00:00.000+0000","eu16-app1-29-fra.ops.sfdc.net",15076178
"2019-04-02T07:00:00.000+0000","eu16-app1-3-fra.ops.sfdc.net",17396930
"2019-04-02T07:00:00.000+0000","eu16-app1-30-fra.ops.sfdc.net",35282165
"2019-04-02T07:00:00.000+0000","eu16-app1-4-fra.ops.sfdc.net",17315716
"2019-04-02T07:00:00.000+0000","eu16-app1-5-fra.ops.sfdc.net",16403327
"2019-04-02T07:00:00.000+0000","eu16-app1-6-fra.ops.sfdc.net",15783386
"2019-04-02T07:00:00.000+0000","eu16-app1-7-fra.ops.sfdc.net",19324785
"2019-04-02T07:00:00.000+0000","eu16-app1-8-fra.ops.sfdc.net",17858908
"2019-04-02T07:00:00.000+0000","eu16-app1-9-fra.ops.sfdc.net",15355026
"2019-04-02T07:00:00.000+0000","eu16-app2-1-fra.ops.sfdc.net",18783431
"2019-04-02T07:00:00.000+0000","eu16-app2-10-fra.ops.sfdc.net",3060324
"2019-04-02T07:00:00.000+0000","eu16-app2-11-fra.ops.sfdc.net",18413119
"2019-04-02T07:00:00.000+0000","eu16-app2-12-fra.ops.sfdc.net",17399646
"2019-04-02T07:00:00.000+0000","eu16-app2-13-fra.ops.sfdc.net",17997191
"2019-04-02T07:00:00.000+0000","eu16-app2-14-fra.ops.sfdc.net",35805301
"2019-04-02T07:00:00.000+0000","eu16-app2-15-fra.ops.sfdc.net",19421102
"2019-04-02T07:00:00.000+0000","eu16-app2-16-fra.ops.sfdc.net",17571844
"2019-04-02T07:00:00.000+0000","eu16-app2-17-fra.ops.sfdc.net",16240752
"2019-04-02T07:00:00.000+0000","eu16-app2-18-fra.ops.sfdc.net",15497953
"2019-04-02T07:00:00.000+0000","eu16-app2-19-fra.ops.sfdc.net",19514540
"2019-04-02T07:00:00.000+0000","eu16-app2-2-fra.ops.sfdc.net",14844871
"2019-04-02T07:00:00.000+0000","eu16-app2-20-fra.ops.sfdc.net",16864459
"2019-04-02T07:00:00.000+0000","eu16-app2-21-fra.ops.sfdc.net",15031878
"2019-04-02T07:00:00.000+0000","eu16-app2-22-fra.ops.sfdc.net",16798520
"2019-04-02T07:00:00.000+0000","eu16-app2-23-fra.ops.sfdc.net",14162236
"2019-04-02T07:00:00.000+0000","eu16-app2-24-fra.ops.sfdc.net",20828940
"2019-04-02T07:00:00.000+0000","eu16-app2-25-fra.ops.sfdc.net",14224544
"2019-04-02T07:00:00.000+0000","eu16-app2-26-fra.ops.sfdc.net",16955682
"2019-04-02T07:00:00.000+0000","eu16-app2-27-fra.ops.sfdc.net",16469263
"2019-04-02T07:00:00.000+0000","eu16-app2-28-fra.ops.sfdc.net",18044020
"2019-04-02T07:00:00.000+0000","eu16-app2-29-fra.ops.sfdc.net",17026170
"2019-04-02T07:00:00.000+0000","eu16-app2-3-fra.ops.sfdc.net",13769870
"2019-04-02T07:00:00.000+0000","eu16-app2-30-fra.ops.sfdc.net",23342029
"2019-04-02T07:00:00.000+0000","eu16-app2-4-fra.ops.sfdc.net",14985794
"2019-04-02T07:00:00.000+0000","eu16-app2-5-fra.ops.sfdc.net",16566395
"2019-04-02T07:00:00.000+0000","eu16-app2-6-fra.ops.sfdc.net",14780665
"2019-04-02T07:00:00.000+0000","eu16-app2-7-fra.ops.sfdc.net",18265286
"2019-04-02T07:00:00.000+0000","eu16-app2-9-fra.ops.sfdc.net",19028192
"2019-04-02T07:10:00.000+0000","eu16-app1-1-fra.ops.sfdc.net",19762845
"2019-04-02T07:10:00.000+0000","eu16-app1-10-fra.ops.sfdc.net",16792984
"2019-04-02T07:10:00.000+0000","eu16-app1-11-fra.ops.sfdc.net",18731099
"2019-04-02T07:10:00.000+0000","eu16-app1-12-fra.ops.sfdc.net",20540784
"2019-04-02T07:10:00.000+0000","eu16-app1-13-fra.ops.sfdc.net",19109598
"2019-04-02T07:10:00.000+0000","eu16-app1-14-fra.ops.sfdc.net",19605717
"2019-04-02T07:10:00.000+0000","eu16-app1-15-fra.ops.sfdc.net",16211954
"2019-04-02T07:10:00.000+0000","eu16-app1-16-fra.ops.sfdc.net",18835577
"2019-04-02T07:10:00.000+0000","eu16-app1-17-fra.ops.sfdc.net",16326317
"2019-04-02T07:10:00.000+0000","eu16-app1-18-fra.ops.sfdc.net",17084255
"2019-04-02T07:10:00.000+0000","eu16-app1-19-fra.ops.sfdc.net",19029546
"2019-04-02T07:10:00.000+0000","eu16-app1-2-fra.ops.sfdc.net",20969776
"2019-04-02T07:10:00.000+0000","eu16-app1-20-fra.ops.sfdc.net",15357780
"2019-04-02T07:10:00.000+0000","eu16-app1-21-fra.ops.sfdc.net",19171738
"2019-04-02T07:10:00.000+0000","eu16-app1-22-fra.ops.sfdc.net",21099
"2019-04-02T07:10:00.000+0000","eu16-app1-23-fra.ops.sfdc.net",102917
"2019-04-02T07:10:00.000+0000","eu16-app1-24-fra.ops.sfdc.net",89372
"2019-04-02T07:10:00.000+0000","eu16-app1-25-fra.ops.sfdc.net",19072838
"2019-04-02T07:10:00.000+0000","eu16-app1-26-fra.ops.sfdc.net",15853395
"2019-04-02T07:10:00.000+0000","eu16-app1-27-fra.ops.sfdc.net",16069966
"2019-04-02T07:10:00.000+0000","eu16-app1-28-fra.ops.sfdc.net",18784931
"2019-04-02T07:10:00.000+0000","eu16-app1-29-fra.ops.sfdc.net",15466331
"2019-04-02T07:10:00.000+0000","eu16-app1-3-fra.ops.sfdc.net",15817146
"2019-04-02T07:10:00.000+0000","eu16-app1-30-fra.ops.sfdc.net",18725
"2019-04-02T07:10:00.000+0000","eu16-app1-4-fra.ops.sfdc.net",18271924
"2019-04-02T07:10:00.000+0000","eu16-app1-5-fra.ops.sfdc.net",16612697
"2019-04-02T07:10:00.000+0000","eu16-app1-6-fra.ops.sfdc.net",17152891
"2019-04-02T07:10:00.000+0000","eu16-app1-7-fra.ops.sfdc.net",18203239
"2019-04-02T07:10:00.000+0000","eu16-app1-8-fra.ops.sfdc.net",19120549
"2019-04-02T07:10:00.000+0000","eu16-app1-9-fra.ops.sfdc.net",14628557
"2019-04-02T07:10:00.000+0000","eu16-app2-1-fra.ops.sfdc.net",17602190
"2019-04-02T07:10:00.000+0000","eu16-app2-10-fra.ops.sfdc.net",3196798
"2019-04-02T07:10:00.000+0000","eu16-app2-11-fra.ops.sfdc.net",111521192
"2019-04-02T07:10:00.000+0000","eu16-app2-12-fra.ops.sfdc.net",21224315
"2019-04-02T07:10:00.000+0000","eu16-app2-13-fra.ops.sfdc.net",16532650
"2019-04-02T07:10:00.000+0000","eu16-app2-14-fra.ops.sfdc.net",19080679
"2019-04-02T07:10:00.000+0000","eu16-app2-15-fra.ops.sfdc.net",19337155
"2019-04-02T07:10:00.000+0000","eu16-app2-16-fra.ops.sfdc.net",16977152
"2019-04-02T07:10:00.000+0000","eu16-app2-17-fra.ops.sfdc.net",16589690
"2019-04-02T07:10:00.000+0000","eu16-app2-18-fra.ops.sfdc.net",16453028
"2019-04-02T07:10:00.000+0000","eu16-app2-19-fra.ops.sfdc.net",17816529
"2019-04-02T07:10:00.000+0000","eu16-app2-2-fra.ops.sfdc.net",19779588
"2019-04-02T07:10:00.000+0000","eu16-app2-20-fra.ops.sfdc.net",20052069
"2019-04-02T07:10:00.000+0000","eu16-app2-21-fra.ops.sfdc.net",16796113
"2019-04-02T07:10:00.000+0000","eu16-app2-22-fra.ops.sfdc.net",19760346
"2019-04-02T07:10:00.000+0000","eu16-app2-23-fra.ops.sfdc.net",14548597
"2019-04-02T07:10:00.000+0000","eu16-app2-24-fra.ops.sfdc.net",14762714
"2019-04-02T07:10:00.000+0000","eu16-app2-25-fra.ops.sfdc.net",12896833
"2019-04-02T07:10:00.000+0000","eu16-app2-26-fra.ops.sfdc.net",16132879
"2019-04-02T07:10:00.000+0000","eu16-app2-27-fra.ops.sfdc.net",17023065
"2019-04-02T07:10:00.000+0000","eu16-app2-28-fra.ops.sfdc.net",17301629
"2019-04-02T07:10:00.000+0000","eu16-app2-29-fra.ops.sfdc.net",18655835
"2019-04-02T07:10:00.000+0000","eu16-app2-3-fra.ops.sfdc.net",14608220
"2019-04-02T07:10:00.000+0000","eu16-app2-30-fra.ops.sfdc.net",21362711
"2019-04-02T07:10:00.000+0000","eu16-app2-4-fra.ops.sfdc.net",14881943
"2019-04-02T07:10:00.000+0000","eu16-app2-5-fra.ops.sfdc.net",15178338
"2019-04-02T07:10:00.000+0000","eu16-app2-6-fra.ops.sfdc.net",14315825
"2019-04-02T07:10:00.000+0000","eu16-app2-7-fra.ops.sfdc.net",16938932
"2019-04-02T07:10:00.000+0000","eu16-app2-9-fra.ops.sfdc.net",16830798
"2019-04-02T07:20:00.000+0000","eu16-app1-1-fra.ops.sfdc.net",22902915
"2019-04-02T07:20:00.000+0000","eu16-app1-10-fra.ops.sfdc.net",16731725
"2019-04-02T07:20:00.000+0000","eu16-app1-11-fra.ops.sfdc.net",18904572
"2019-04-02T07:20:00.000+0000","eu16-app1-12-fra.ops.sfdc.net",20324436
"2019-04-02T07:20:00.000+0000","eu16-app1-13-fra.ops.sfdc.net",20083623
"2019-04-02T07:20:00.000+0000","eu16-app1-14-fra.ops.sfdc.net",18331115
"2019-04-02T07:20:00.000+0000","eu16-app1-15-fra.ops.sfdc.net",16684081
"2019-04-02T07:20:00.000+0000","eu16-app1-16-fra.ops.sfdc.net",22517066
"2019-04-02T07:20:00.000+0000","eu16-app1-17-fra.ops.sfdc.net",92277847
"2019-04-02T07:20:00.000+0000","eu16-app1-18-fra.ops.sfdc.net",19135406
"2019-04-02T07:20:00.000+0000","eu16-app1-19-fra.ops.sfdc.net",18603183
"2019-04-02T07:20:00.000+0000","eu16-app1-2-fra.ops.sfdc.net",20936193
"2019-04-02T07:20:00.000+0000","eu16-app1-20-fra.ops.sfdc.net",15297798
"2019-04-02T07:20:00.000+0000","eu16-app1-21-fra.ops.sfdc.net",18537284
"2019-04-02T07:20:00.000+0000","eu16-app1-22-fra.ops.sfdc.net",17935
"2019-04-02T07:20:00.000+0000","eu16-app1-23-fra.ops.sfdc.net",108565
"2019-04-02T07:20:00.000+0000","eu16-app1-24-fra.ops.sfdc.net",98783
"2019-04-02T07:20:00.000+0000","eu16-app1-25-fra.ops.sfdc.net",20230894
"2019-04-02T07:20:00.000+0000","eu16-app1-26-fra.ops.sfdc.net",19194510
"2019-04-02T07:20:00.000+0000","eu16-app1-27-fra.ops.sfdc.net",16637441
"2019-04-02T07:20:00.000+0000","eu16-app1-28-fra.ops.sfdc.net",22834111
"2019-04-02T07:20:00.000+0000","eu16-app1-29-fra.ops.sfdc.net",15071655
"2019-04-02T07:20:00.000+0000","eu16-app1-3-fra.ops.sfdc.net",17998662
"2019-04-02T07:20:00.000+0000","eu16-app1-30-fra.ops.sfdc.net",6502
"2019-04-02T07:20:00.000+0000","eu16-app1-4-fra.ops.sfdc.net",20778108
"2019-04-02T07:20:00.000+0000","eu16-app1-5-fra.ops.sfdc.net",17096306
"2019-04-02T07:20:00.000+0000","eu16-app1-6-fra.ops.sfdc.net",17960222
"2019-04-02T07:20:00.000+0000","eu16-app1-7-fra.ops.sfdc.net",32707418
"2019-04-02T07:20:00.000+0000","eu16-app1-8-fra.ops.sfdc.net",20790970
"2019-04-02T07:20:00.000+0000","eu16-app1-9-fra.ops.sfdc.net",17022478
"2019-04-02T07:20:00.000+0000","eu16-app2-1-fra.ops.sfdc.net",21059335
"2019-04-02T07:20:00.000+0000","eu16-app2-10-fra.ops.sfdc.net",3231786
"2019-04-02T07:20:00.000+0000","eu16-app2-11-fra.ops.sfdc.net",18518678
"2019-04-02T07:20:00.000+0000","eu16-app2-12-fra.ops.sfdc.net",15611179
"2019-04-02T07:20:00.000+0000","eu16-app2-13-fra.ops.sfdc.net",17889496
"2019-04-02T07:20:00.000+0000","eu16-app2-14-fra.ops.sfdc.net",18929726
"2019-04-02T07:20:00.000+0000","eu16-app2-15-fra.ops.sfdc.net",21108347
"2019-04-02T07:20:00.000+0000","eu16-app2-16-fra.ops.sfdc.net",17640603
"2019-04-02T07:20:00.000+0000","eu16-app2-17-fra.ops.sfdc.net",19346774
"2019-04-02T07:20:00.000+0000","eu16-app2-18-fra.ops.sfdc.net",15897122
"2019-04-02T07:20:00.000+0000","eu16-app2-19-fra.ops.sfdc.net",18533957
"2019-04-02T07:20:00.000+0000","eu16-app2-2-fra.ops.sfdc.net",18892076
"2019-04-02T07:20:00.000+0000","eu16-app2-20-fra.ops.sfdc.net",16693672
"2019-04-02T07:20:00.000+0000","eu16-app2-21-fra.ops.sfdc.net",16015830
"2019-04-02T07:20:00.000+0000","eu16-app2-22-fra.ops.sfdc.net",20884218
"2019-04-02T07:20:00.000+0000","eu16-app2-23-fra.ops.sfdc.net",15822657
"2019-04-02T07:20:00.000+0000","eu16-app2-24-fra.ops.sfdc.net",18538121
"2019-04-02T07:20:00.000+0000","eu16-app2-25-fra.ops.sfdc.net",15528389
"2019-04-02T07:20:00.000+0000","eu16-app2-26-fra.ops.sfdc.net",18214323
"2019-04-02T07:20:00.000+0000","eu16-app2-27-fra.ops.sfdc.net",19164949
"2019-04-02T07:20:00.000+0000","eu16-app2-28-fra.ops.sfdc.net",18588543
"2019-04-02T07:20:00.000+0000","eu16-app2-29-fra.ops.sfdc.net",17535645
"2019-04-02T07:20:00.000+0000","eu16-app2-3-fra.ops.sfdc.net",14241301
"2019-04-02T07:20:00.000+0000","eu16-app2-30-fra.ops.sfdc.net",19820028
"2019-04-02T07:20:00.000+0000","eu16-app2-4-fra.ops.sfdc.net",15727320
"2019-04-02T07:20:00.000+0000","eu16-app2-5-fra.ops.sfdc.net",13626682
"2019-04-02T07:20:00.000+0000","eu16-app2-6-fra.ops.sfdc.net",12449808
"2019-04-02T07:20:00.000+0000","eu16-app2-7-fra.ops.sfdc.net",17969226
"2019-04-02T07:20:00.000+0000","eu16-app2-9-fra.ops.sfdc.net",18096810
"2019-04-02T07:30:00.000+0000","eu16-app1-1-fra.ops.sfdc.net",20697445
"2019-04-02T07:30:00.000+0000","eu16-app1-10-fra.ops.sfdc.net",15652995
"2019-04-02T07:30:00.000+0000","eu16-app1-11-fra.ops.sfdc.net",17153398
"2019-04-02T07:30:00.000+0000","eu16-app1-12-fra.ops.sfdc.net",16012821
"2019-04-02T07:30:00.000+0000","eu16-app1-13-fra.ops.sfdc.net",17183986
"2019-04-02T07:30:00.000+0000","eu16-app1-14-fra.ops.sfdc.net",19075459
"2019-04-02T07:30:00.000+0000","eu16-app1-15-fra.ops.sfdc.net",16566976
"2019-04-02T07:30:00.000+0000","eu16-app1-16-fra.ops.sfdc.net",21113875
"2019-04-02T07:30:00.000+0000","eu16-app1-17-fra.ops.sfdc.net",14564857
"2019-04-02T07:30:00.000+0000","eu16-app1-18-fra.ops.sfdc.net",24186098
"2019-04-02T07:30:00.000+0000","eu16-app1-19-fra.ops.sfdc.net",19691396
"2019-04-02T07:30:00.000+0000","eu16-app1-2-fra.ops.sfdc.net",17726147
"2019-04-02T07:30:00.000+0000","eu16-app1-20-fra.ops.sfdc.net",21126073
"2019-04-02T07:30:00.000+0000","eu16-app1-21-fra.ops.sfdc.net",19871686
"2019-04-02T07:30:00.000+0000","eu16-app1-22-fra.ops.sfdc.net",9632
"2019-04-02T07:30:00.000+0000","eu16-app1-23-fra.ops.sfdc.net",121410
"2019-04-02T07:30:00.000+0000","eu16-app1-24-fra.ops.sfdc.net",88645
"2019-04-02T07:30:00.000+0000","eu16-app1-25-fra.ops.sfdc.net",17405623
"2019-04-02T07:30:00.000+0000","eu16-app1-26-fra.ops.sfdc.net",19708103
"2019-04-02T07:30:00.000+0000","eu16-app1-27-fra.ops.sfdc.net",15114932
"2019-04-02T07:30:00.000+0000","eu16-app1-28-fra.ops.sfdc.net",19481366
"2019-04-02T07:30:00.000+0000","eu16-app1-29-fra.ops.sfdc.net",14415420
"2019-04-02T07:30:00.000+0000","eu16-app1-3-fra.ops.sfdc.net",16294102
"2019-04-02T07:30:00.000+0000","eu16-app1-30-fra.ops.sfdc.net",24351
"2019-04-02T07:30:00.000+0000","eu16-app1-4-fra.ops.sfdc.net",18808099
"2019-04-02T07:30:00.000+0000","eu16-app1-5-fra.ops.sfdc.net",16674464
"2019-04-02T07:30:00.000+0000","eu16-app1-6-fra.ops.sfdc.net",17628391
"2019-04-02T07:30:00.000+0000","eu16-app1-7-fra.ops.sfdc.net",29718046
"2019-04-02T07:30:00.000+0000","eu16-app1-8-fra.ops.sfdc.net",19151718
"2019-04-02T07:30:00.000+0000","eu16-app1-9-fra.ops.sfdc.net",16051980
"2019-04-02T07:30:00.000+0000","eu16-app2-1-fra.ops.sfdc.net",17157973
"2019-04-02T07:30:00.000+0000","eu16-app2-10-fra.ops.sfdc.net",2901474
"2019-04-02T07:30:00.000+0000","eu16-app2-11-fra.ops.sfdc.net",17909501
"2019-04-02T07:30:00.000+0000","eu16-app2-12-fra.ops.sfdc.net",15659861
